Nhóm,sku_id,name,price,shelf_full_qty,image_url_1,image_url_2
Nước giải khát có ga,coca_org_can_320,Lon nước ngọt Coca Cola 320ml,10600,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/125398/bhx/6-lon-nuoc-ngot-coca-cola-320ml-202304131108497884.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/125398/bhx/6-lon-nuoc-ngot-coca-cola-320ml-202304131108500275.jpg"
Nước giải khát có ga,coca_zero_can_320,Lon nước ngọt Coca Cola Zero 320ml,10600,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/76452/bhx/h5yhtg_202410100920520137.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/200548/bhx/6-lon-nuoc-ngot-coca-cola-zero-320ml-202201131339436853.jpg"
Nước giải khát có ga,coca_vani_can_320,Lon nước ngọt Coca Cola Vani 320ml,10600,10,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mojdpwlanxn273.webp,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjsakys4vjev83.webp
Nước giải khát có ga,coca_light_can_320,Lon nước ngọt Coca Cola Light 320ml,10600,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/194418/bhx/thung-24-lon-nuoc-ngot-coca-cola-light-330ml-202209130022486004.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/194418/bhx/thung-24-lon-nuoc-ngot-coca-cola-light-330ml-202209130022487879.jpg"
Nước giải khát có ga,coca_org_chai_390,Nước ngọt Coca Cola chai 390ml,6000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/195225/bhx/u7uo9_202410121037592215.jpg",https://cdn.go-vietnam.vn/sale-products/H2-00190960-2.png?v=10
Nước giải khát có ga,coca_zero_chai_390,Nước ngọt có ga Coca Cola Zero chai 390ml,7500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/231553/bhx/24-chai-nuoc-ngot-co-ga-coca-cola-zero-390ml-202110281748300550.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/231553/bhx/24-chai-nuoc-ngot-co-ga-coca-cola-zero-390ml-202110281748312705.jpg"
Nước giải khát có ga,coca_zero_chai_600,Nước ngọt có ga Coca Cola Zero chai 600ml,10600,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/231530/bhx/untitled-2_202410100942403425.jpg",
Nước giải khát có ga,pepsi_lemon_chai_320,Nước ngọt Pepsi không calo vị chanh chai 390ml,7000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/284074/bhx/thung-24-chai-nuoc-ngot-pepsi-khong-calo-vi-chanh-390ml-202405131630062328.jpg",https://cdn.tgdd.vn/Products/Images//2443/227309/bhx/files/nuoc-ngot-pepsi-khong-calo-vi-chanh-chai-390ml-202207021705429749.jpg
Nước giải khát có ga,pepsi_org_chai_390,Nước ngọt Pepsi Cola chai 390ml,7000,10,https://vn-test-11.slatic.net/p/16dd891d9605075bd522b194f95c7b2d.jpg,
Nước giải khát có ga,pepsi_org_chai_600,Nước ngọt Pepsi Cola chai 600ml,6500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/306895/bhx/cdntgddvnproductsimages2443306894bhx6-chai-nuoc-ngot-pepsi-cola-600ml-202407091448073746_202411011548142595.jpg",https://down-vn.img.susercontent.com/file/vn-11134201-7r98o-lxr01nhfuw9n06
Nước giải khát có ga,pepsi_org_lon_320,Nước ngọt Pepsi Cola lon 320ml,8500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/262234/bhx/nuoc-ngot-pepsi-cola-sleek-lon-245ml-202405271439524725.jpg",https://bizweb.dktcdn.net/thumb/1024x1024/100/561/131/products/thung-24-lon-nuoc-ngot-co-gaz-pepsi-cola-320ml-6.webp?v=1756203456163
Nước giải khát có ga,pepsi_zero_lon_320,Nước ngọt Pepsi Không Calo lon 320ml,9500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/227312/bhx/nuoc-ngot-pepsi-khong-calo-lon-320ml-202405140927583779.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/227312/bhx/nuoc-ngot-pepsi-khong-calo-lon-320ml-202405140928001487.jpg"
Nước giải khát có ga,pepsi_lemon_lon_320,Nước ngọt Pepsi không calo vị chanh lon 320ml,9500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/227309/bhx/nuoc-ngot-pepsi-khong-calo-vi-chanh-330ml_202510312056074573.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/227309/bhx/nuoc-ngot-pepsi-khong-calo-vi-chanh-lon-320ml-202403141101088229.jpg"
Nước giải khát có ga,pepsi_ras_lon_320,Nước ngọt Pepsi không đường vị phúc bồn tử lon 320ml,9500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/344807/bhx/frame-1_202509101650448252.jpg",https://www.lottemart.vn/media/catalog/product/cache/0x0/8/9/8934588462429-2.jpg.webp
Nước giải khát có ga,sprite_lon_320,Nước ngọt Sprite hương chanh lon 320ml,10300,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/85146/bhx/nuoc-ngot-sprite-huong-chanh-lon-320ml-202306200909131864.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/85146/bhx/nuoc-ngot-sprite-huong-chanh-lon-320ml-202306200909137681.jpg"
Nước giải khát có ga,fanta_cam_lon_320,Nước ngọt Fanta hương cam lon 320ml,9800,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/76453/bhx/z-2_202411041431130825.jpg",https://bizweb.dktcdn.net/thumb/large/100/522/033/products/4d653b9c-81db-48f8-85ec-4a1846bdc695.jpg?v=1768098926700
Nước giải khát có ga,fanta_cam_chai_600,"Nước ngọt Fanta hương cam chai 600ml
",10000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/118115/bhx/z-30_202411041506541329.jpg",https://image-cdn.7-eleven.vn/resize?type=webp&width=900&height=900&url=https%3A%2F%2Fcdn.7-eleven.vn%2Fproduction%2Fproduct_uoms%2Fimages%2F13113_1627628055_original.jpg%3F1642050370
Nước giải khát có ga,7up_org_lon_320,Nước ngọt 7 Up vị chanh lon 320ml,10500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/76446/bhx/nuoc-ngot-7-up-lon-330ml-202312252102017018.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/76446/bhx/nuoc-ngot-7-up-lon-330ml-202312252102019548.jpg"
Nước giải khát có ga,7up_soda_lon_320,Nước ngọt soda chanh 7 Up lon 320ml,9500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/312727/bhx/nuoc-ngot-soda-chanh-7-up-lon-320ml-202308160842308679.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/312727/bhx/nuoc-ngot-soda-chanh-7-up-lon-320ml-202308160842305805.jpg"
Nước giải khát có ga,7up_chai_600,Nước ngọt 7Up chai 600ml,12000,10,https://bizweb.dktcdn.net/100/561/131/products/nuoc-ngot-7up-600ml-3.webp?v=1756281554573,
Nước giải khát có ga,mirinda_xaxi_chai_390,Nước ngọt Mirinda hương xá xị chai 390ml,8000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/76462/bhx/nuoc-ngot-mirinda-huong-xa-xi-chai-390ml-202310311413548237.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2443/76462/bhx/mirinda-xaxi-pet-390ml-3-700x467.jpg"
Nước uống không ga / nước suối,lavie_org_chai_500,Nước khoáng La Vie 500ml,5500,10,"https://img.tgdd.vn/imgt/ankhang/f_webp,fit_outside,quality_95/https://cdnv2.tgdd.vn/pim/cdn/images/202601/nuoc-khoang-la-vie-500ml-2164636.jpg","https://img.tgdd.vn/imgt/ankhang/f_webp,fit_outside,quality_95/https://cdnv2.tgdd.vn/pim/cdn/images/202601/nuoc-khoang-la-vie-500ml-4164636.jpg"
Nước uống không ga / nước suối,lavie_org_chai_1l5,Nước khoáng La Vie 1.5 lít,11600,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/76402/bhx/nuoc-khoang-la-vie-15l_202511181635128050.jpg",https://product.hstatic.net/1000246697/product/nuoc-khoang-la-vie-15-lit-202209122334071443_5bfa47142e714a18856bbd0c7ebd5e1d_master.jpg
Nước uống không ga / nước suối,aquafina_chai_500,Nước tinh khiết Aquafina 500ml,5500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2563/79247/bhx/nuoc-tinh-khiet-aquafina-500ml-202407121618240191.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2563/79247/bhx/nuoc-tinh-khiet-aquafina-500ml-202407121618245046.jpg"
Nước uống không ga / nước suối,aquafina_chai_1l5,Nước tinh khiết Aquafina 1.5 lít,5500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2563/84814/bhx/nuoc-tinh-khiet-aquafina-15-lit-202407121349505776.jpg",https://img.onelife.vn/GQq7plEiROC9bMtgErwl9R9h6KGKmS4KCFVIGvOi2fs/rs:fit:600:600:1/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3NjX3BjbV9wcm9kdWN0L3Byb2QvMjAyNC8zLzI3LzQ3MDI1LTg5MzQ1ODgwNjMwNjAuanBn.webp
Nước uống không ga / nước suối,aquafina_5l,Nước tinh khiết Aquafina 5 lít,30000,5,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2563/84815/bhx/thung-4-chai-nuoc-tinh-khiet-aquafina-5-lit-201911081657514458.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2563/84815/bhx/thung-4-chai-nuoc-tinh-khiet-aquafina-5-lit-201911081657520752.jpg"
Nước uống không ga / nước suối,ocany_500,Nước uống i-on kiềm Ocany 500ml,5700,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2563/309362/bhx/nuoc-uong-i-on-kiem-ocany-600ml_202511241720009894.jpg",https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m0wrg7i1lmwdb0.webp
Nước uống không ga / nước suối,ocany_1l5,Nước uống i-on kiềm Ocany 1.5 lít,12300,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2563/309365/bhx/thung-12-chai-nuoc-uong-i-on-kiem-ocany-15-lit-202306171800017963.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2563/309365/bhx/thung-12-chai-nuoc-uong-i-on-kiem-ocany-15-lit-202306171800020057.jpg"
Nước uống không ga / nước suối,teaplus_org,Trà ô long Tea Plus 450ml,8500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8938/79209/bhx/tra-oolong-tea-pet-455ml_202509231006248929.jpg",https://production-cdn.pharmacity.io/digital/1080x1080/plain/e-com/images/ecommerce/20251210023651-2-P06475_2.jpg?versionId=F1oWdJTlHW8PSXYC.r.s4ElgorOZCXRk
Nước uống không ga / nước suối,teaplus_nosugar_450,Trà ô long Tea Plus không đường 450ml,8500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8938/211660/bhx/thung-24-chai-tra-o-long-tea-plus-khong-duong-455ml_202509301355163630.jpg",https://bizweb.dktcdn.net/thumb/1024x1024/100/561/131/products/tra-o-long-tea-plus-plus-khong-duong-450ml-4.webp?v=1756292610323
Nước uống không ga / nước suối,teaplus_lemon_450,Trà ô long Tea Plus vị chanh 450ml,8500,10,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8938/194572/bhx/nuoc-tra-tea-plus_202509301432295823.jpg,
Nước uống không ga / nước suối,c2_chanh,Trà xanh C2 hương chanh 455ml,11300,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/8938/76390/bhx/tra-xanh-c2-huong-chanh-455ml-202006191929206306.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/8938/76390/bhx/tra-xanh-c2-huong-chanh-455ml-202006191929223897.jpg"
Nước uống không ga / nước suối,c2_tac,Trà đen C2 hương tắc chai 455ml,11300,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_720x584/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2026/3/image/Products/Images/8938/364041/bhx/tra-den-c2-huong-tac-chai-455ml_202603121510194020.jpg",https://cdnv2.tgdd.vn/bhx-static/bhx/production/2026/3/image/News/Images/2026/03/26/1591378/image1_202603260927588989.jpg
Nước uống không ga / nước suối,bidao_lon_310,Trà bí đao Wonderfarm 310ml,9300,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2025/12/image/Products/Images/8938/79178/bhx/nuoc-tra-bi-dao-lon-310ml_202512230931173078.jpg",https://cdn2-retail-images.kiotviet.vn/thanhlanhadong1/641442bb4dbf4bbf8d533865aef9ce26.jpeg
Nước uống không ga / nước suối,caphelon_hl_235,Cà phê sữa Highlands 235ml,15400,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/8966/193095/bhx/ca-phe-sua-highlands-235ml-201903251338254805.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/8966/193095/bhx/ca-phe-sua-highlands-235ml-201903251338258687.jpg"
Nước uống không ga / nước suối,maeil_tao,"Nước ép trái cây PICNIC vị táo Maeil 200m
",17000,10,https://tteokbokki.vn/cdn/shop/files/Nuoc-ep-trai-cay-pinnic-vi-tao-maeil-200ml_720x@2x.png?v=1708587961,https://fujimart.vn/wp-content/uploads/2025/04/Nuoc-ep-hoa-qua-Maeil-Picnic-vi-tao-200ml.png
Nước uống không ga / nước suối,maeil_nho,Nước ép trái cây PICNIC vị nho Maeil 200m,17000,10,https://tteokbokki.vn/cdn/shop/files/Nuoc-ep-trai-cay-pinnic-vi-nho-maeil-200ml_720x@2x.png?v=1708585827,https://shop.annam-gourmet.com/pub/media/catalog/product/cache/d37736df50be6680bb835be65e27017a/i/t/item_B132936_1fec.png
Nước uống không ga / nước suối,boss_caphesua_lon,Cà phê sữa Boss lon 180ml,12000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/8966/211672/bhx/24-lon-ca-phe-sua-boss-180ml-202407151227431986.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/8966/211672/bhx/24-lon-ca-phe-sua-boss-180ml-202407151227440600.jpg"
Nước uống không ga / nước suối,revive_pro,Nước uống điện giải Active Pro Revive chai 450ml,13000,10,https://img.onelife.vn/t52srnRd1rOu4tLr7E73VTtdJn7012VHMz1WAtOEtg4/rs:fit:600:600:1/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL29uZWxpZmUtcHVibGljLzg5MzQ1ODg1NDM1NTUuanBn.webp,
Sữa & sản phẩm từ sữa,vnm_org_sugar_180,Sữa tươi tiệt trùng ít đường Vinamilk 100% Sữa tươi 180ml,8500,20,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2025/12/image/Products/Images/2386/79313/bhx/sttt-vinamilk-dan-bo-cd-180ml_202512221125521751.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/79313/bhx/loc-4-hop-sua-tuoi-tiet-trung-co-duong-vinamilk-100-sua-tuoi-180ml-202403281331562757.jpg"
Sữa & sản phẩm từ sữa,vnm_org_sugar_1l,"Sữa tươi tiệt trùng có đường Vinamilk 100% Sữa tươi hộp 1 lít
",40500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/79312/bhx/sua-tuoi-tiet-trung-co-duong-vinamilk-100-sua-tuoi-hop-1-lit-202403281405411648.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/79312/bhx/sua-tuoi-tiet-trung-co-duong-vinamilk-100-sua-tuoi-hop-1-lit-202403281405409207.jpg"
Sữa & sản phẩm từ sữa,vnm_org_sugar_220,"Sữa tươi tiệt trùng có đường Vinamilk 100% Sữa tươi bịch 220ml
",9400,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2025/12/image/Products/Images/2386/292404/bhx/sua-tuoi-tiet-trung-co-duong-vinamilk-100-sua-tuoi-bich-220ml_202512191521537582.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2025/12/image/Products/Images/2386/292404/bhx/sua-tuoi-tiet-trung-co-duong-vinamilk-100-sua-tuoi-bich-220ml_202512220943427220.jpg"
Sữa & sản phẩm từ sữa,vnm_org_no_180,Sữa tươi tiệt trùng không đường Vinamilk 100% Sữa tươi 180ml,9200,20,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2025/12/image/Products/Images/2386/80483/bhx/sttt-vinamilk-dan-bo-kd-180ml-loc_202512220957513728.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/80483/bhx/loc-4-hop-sua-tuoi-tiet-trung-khong-duong-vinamilk-100-sua-tuoi-180ml-202403281616307369.jpg"
Sữa & sản phẩm từ sữa,vnm_org_no_1l,Sữa tươi tiệt trùng không đường Vinamilk 100% Sữa tươi hộp 1 lít,40500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/76888/bhx/sua-tuoi-tiet-trung-khong-duong-vinamilk-100-sua-tuoi-hop-1-lit-202403281355127611.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/76888/bhx/sua-tuoi-tiet-trung-khong-duong-vinamilk-100-sua-tuoi-hop-1-lit-202403281355125054.jpg"
Sữa & sản phẩm từ sữa,vnm_org_no_220,Sữa tươi tiệt trùng không đường Vinamilk 100% Sữa tươi bịch 220ml,9400,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2026/6/image/Products/Images/2386/292407/bhx/sua-tuoi-tiet-trung-khong-duong-vinamilk-100-sua-tuoi-bich-220ml_202606221335217593.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2026/6/image/Products/Images/2386/292407/bhx/sua-tuoi-tiet-trung-khong-duong-vinamilk-100-sua-tuoi-bich-220ml_202606221335220734.jpg"
